id,ON STREET NAME,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 3,NUMBER OF CYCLIST INJURED,LONGITUDE,OFF STREET NAME,VEHICLE TYPE CODE 4,LATITUDE,LOCATION,VEHICLE TYPE CODE 1,NUMBER OF MOTORIST INJURED,NUMBER OF PERSONS KILLED,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 2,NUMBER OF PEDESTRIANS KILLED,CROSS STREET NAME,NUMBER OF PERSONS INJURED,VEHICLE TYPE CODE 2,BOROUGH,CONTRIBUTING FACTOR VEHICLE 1,ZIP CODE,VEHICLE TYPE CODE 3,NUMBER OF CYCLIST KILLED,DATE,UNIQUE KEY,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 5,TIME,NUMBER OF PEDESTRIANS INJURED
163995,11 AVENUE,0,,0,-74.0086142,,,40.7432122,"(40.7432122, -74.0086142)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,WEST 15 STREET,0,PASSENGER VEHICLE,MANHATTAN,Lost Consciousness,10011.0,,0,03/15/2016,3406450,,,18:15:00,0
164004,EAST KINGSBRIDGE ROAD,0,,0,-73.893468,,,40.865383200000004,"(40.8653832, -73.893468)",UNKNOWN,0,0,,,0,EAST 194 STREET,1,,BRONX,Failure to Yield Right-of-Way,10458.0,,0,01/04/2016,3364699,,,15:00:00,1
164011,BAXTER AVENUE,0,,0,-73.8846678,,,40.7445903,"(40.7445903, -73.8846678)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,LAYTON STREET,0,PASSENGER VEHICLE,QUEENS,Lost Consciousness,11373.0,,0,03/15/2016,3426830,,,18:40:00,0
164096,3 STREET,0,,0,-74.1212146,,,40.5719951,"(40.5719951, -74.1212146)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,BEACH AVENUE,0,PASSENGER VEHICLE,STATEN ISLAND,Failure to Yield Right-of-Way,10306.0,,0,04/02/2016,3430561,,,15:35:00,0
164178,149 STREET,0,,0,-73.7897771,,,40.6699604,"(40.6699604, -73.7897771)",PASSENGER VEHICLE,0,0,,Unspecified,0,130 AVENUE,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11436.0,,0,01/04/2016,3365018,,,17:30:00,0
164280,NORTHERN BOULEVARD,0,,0,-73.7354925,,,40.770674799999995,"(40.7706748, -73.7354925)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,LITTLE NECK PARKWAY,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11363.0,,0,03/15/2016,3427272,,,19:45:00,0
164420,LEXINGTON AVENUE,0,,0,-73.9622113,,,40.7704232,"(40.7704232, -73.9622113)",PASSENGER VEHICLE,0,0,,,0,EAST 72 STREET,1,,MANHATTAN,Failure to Yield Right-of-Way,10021.0,,0,03/15/2016,3408453,,,20:10:00,1
164564,101 AVENUE,0,,0,-73.8622972,,,40.6796328,"(40.6796328, -73.8622972)",PASSENGER VEHICLE,0,0,,,0,75 STREET,1,,QUEENS,Lost Consciousness,11416.0,,0,03/15/2016,3422158,,,20:30:00,1
164694,WEST 78 STREET,0,,0,-73.978822,,,40.7824659,"(40.7824659, -73.978822)",PASSENGER VEHICLE,0,0,,,0,AMSTERDAM AVENUE,1,,MANHATTAN,Failure to Yield Right-of-Way,10024.0,,0,03/15/2016,3409112,,,21:00:00,1
164758,WEST 227 STREET,0,,0,-73.915337,,,40.880151299999994,"(40.8801513, -73.915337)",TAXI,0,0,,Unspecified,0,ARLINGTON AVENUE,0,SPORT UTILITY / STATION WAGON,BRONX,Failure to Yield Right-of-Way,10463.0,,0,01/04/2016,3364696,,,07:50:00,0
164817,GLENWOOD ROAD,0,,0,-73.95673000000002,,,40.6330046,"(40.6330046, -73.95673)",PASSENGER VEHICLE,2,0,,Failure to Yield Right-of-Way,0,EAST 21 STREET,2,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11210.0,,0,03/15/2016,3417231,,,22:27:00,0
164839,1 AVENUE,0,,0,-73.9470478,,,40.780065,"(40.780065, -73.9470478)",OTHER,0,1,,,1,EAST 91 STREET,0,,MANHATTAN,Failure to Yield Right-of-Way,10128.0,,0,03/15/2016,3408447,,,04:36:00,0
164851,FRANKLIN AVENUE,0,,0,-73.9561132,,,40.68333270000001,"(40.6833327, -73.9561132)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,PUTNAM AVENUE,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11238.0,,0,03/15/2016,3419971,,,06:05:00,0
164871,ALABAMA AVENUE,0,Failure to Yield Right-of-Way,0,-73.89930749999998,,,40.6739812,"(40.6739812, -73.8993075)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,LIBERTY AVENUE,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11207.0,PASSENGER VEHICLE,0,03/15/2016,3418646,,,06:35:00,0
164945,SUTTER AVENUE,0,Lost Consciousness,0,-73.8685253,,,40.6732777,"(40.6732777, -73.8685253)",PASSENGER VEHICLE,1,0,,Lost Consciousness,0,HEMLOCK STREET,1,PASSENGER VEHICLE,BROOKLYN,Lost Consciousness,11208.0,PASSENGER VEHICLE,0,03/15/2016,3418540,,,06:55:00,0
164946,,0,,0,-73.93301070000003,2460 2 AVENUE,,40.8035197,"(40.8035197, -73.9330107)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,,0,PASSENGER VEHICLE,MANHATTAN,Lost Consciousness,10035.0,,0,03/15/2016,3409680,,,06:59:00,0
164949,EAST 65 STREET,0,,0,-73.9616083,,,40.764365399999996,"(40.7643654, -73.9616083)",PASSENGER VEHICLE,0,0,,,0,2 AVENUE,1,,MANHATTAN,Failure to Yield Right-of-Way,10065.0,,0,03/15/2016,3408457,,,07:00:00,1
165016,,0,,0,-73.98823270000003,233       PARK AVENUE SOUTH,,40.7376401,"(40.7376401, -73.9882327)",PASSENGER VEHICLE,0,0,,Unspecified,0,,0,PASSENGER VEHICLE,MANHATTAN,Failure to Yield Right-of-Way,10003.0,,0,11/27/2016,3568270,,,20:11:00,0
165154,SMEDLEY STREET,0,,0,-73.81245190000001,,,40.712115399999995,"(40.7121154, -73.8124519)",PASSENGER VEHICLE,0,0,,,0,84 DRIVE,1,,QUEENS,Failure to Yield Right-of-Way,11435.0,,0,11/27/2016,3569478,,,20:11:00,1
165164,ROOSEVELT AVENUE,0,,0,-73.8904995,,,40.74694279999999,"(40.7469428, -73.8904995)",PASSENGER VEHICLE,0,0,,,0,75 STREET,2,,QUEENS,Failure to Yield Right-of-Way,11372.0,,0,03/15/2016,3426831,,,08:20:00,2
165165,EAST 4 STREET,0,,0,-73.9699667,,,40.6091511,"(40.6091511, -73.9699667)",PASSENGER VEHICLE,1,0,,Unspecified,0,AVENUE P,1,SPORT UTILITY / STATION WAGON,BROOKLYN,Failure to Yield Right-of-Way,11223.0,,0,01/03/2016,3364762,,,13:03:00,0
165474,YELLOWSTONE BOULEVARD,0,,0,-73.85551020000003,,,40.7203761,"(40.7203761, -73.8555102)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,EXETER STREET,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11375.0,,0,03/15/2016,3427796,,,09:03:00,0
165762,EAST 41 STREET,0,,0,-73.97815329999997,,,40.75145300000001,"(40.751453, -73.9781533)",OTHER,0,0,,Failure to Yield Right-of-Way,0,PARK AVENUE,0,PASSENGER VEHICLE,MANHATTAN,Failure to Yield Right-of-Way,10017.0,,0,03/15/2016,3407210,,,09:30:00,0
166067,WEST 133 STREET,0,,0,-73.95602029999998,,,40.818802399999996,"(40.8188024, -73.9560203)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,BROADWAY,0,PASSENGER VEHICLE,MANHATTAN,Failure to Yield Right-of-Way,10031.0,,0,03/14/2016,3410201,,,11:00:00,0
166071,EAST 116 STREET,0,,0,-73.9464607,,,40.80066400000001,"(40.800664, -73.9464607)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,5 AVENUE,0,PASSENGER VEHICLE,MANHATTAN,Lost Consciousness,10026.0,,0,03/14/2016,3409676,,,11:05:00,0
167415,,0,,0,-73.9124084,98        HULL STREET,,40.6793553,"(40.6793553, -73.9124084)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,,0,VAN,BROOKLYN,Failure to Yield Right-of-Way,11233.0,,0,11/01/2016,3552168,,,16:11:00,0
168112,WEST 40 STREET,0,,0,-73.98686540000001,,,40.754317,"(40.754317, -73.9868654)",TAXI,0,0,,Unspecified,0,BROADWAY,0,PASSENGER VEHICLE,MANHATTAN,Lost Consciousness,10018.0,,0,03/10/2016,3403336,,,23:43:00,0
168202,GLENMORE AVENUE,0,,0,-73.8879365,,,40.6743852,"(40.6743852, -73.8879365)",SPORT UTILITY / STATION WAGON,1,0,,Unspecified,0,BARBEY STREET,1,SPORT UTILITY / STATION WAGON,BROOKLYN,Failure to Yield Right-of-Way,11207.0,,0,03/05/2016,3400064,,,18:00:00,0
168248,ASCAN AVENUE,0,,0,-73.840558,,,40.71836920000001,"(40.7183692, -73.840558)",PASSENGER VEHICLE,0,0,,Unspecified,0,AUSTIN STREET,0,PASSENGER VEHICLE,QUEENS,Lost Consciousness,11375.0,,0,03/05/2016,3400223,,,18:03:00,0
168296,AMSTERDAM AVENUE,0,,1,-73.9778249,,,40.7838299,"(40.7838299, -73.9778249)",TAXI,0,0,,Fatigued/Drowsy,0,WEST 80 STREET,1,BICYCLE,MANHATTAN,Lost Consciousness,10024.0,,0,03/05/2016,3400426,,,18:10:00,0
168330,188 STREET,0,,0,-73.77357140000002,,,40.7151196,"(40.7151196, -73.7735714)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,HILLSIDE AVENUE,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11432.0,,0,11/16/2016,3561828,,,14:11:00,0
168541,WOODHAVEN BOULEVARD,0,,0,-73.85277190000002,,,40.6975581,"(40.6975581, -73.8527719)",PASSENGER VEHICLE,0,0,,,0,PARK LANE SOUTH,1,,QUEENS,Failure to Yield Right-of-Way,11421.0,,0,03/05/2016,3400121,,,19:15:00,1
168682,108 AVENUE,0,Unspecified,0,-73.84215290000002,,,40.6785831,"(40.6785831, -73.8421529)",PASSENGER VEHICLE,0,0,,Traffic Control Disregarded,0,96 STREET,0,SPORT UTILITY / STATION WAGON,QUEENS,Failure to Yield Right-of-Way,11417.0,SPORT UTILITY / STATION WAGON,0,03/10/2016,3403184,,,07:10:00,0
168766,EAST 194 STREET,0,,0,-73.89213149999998,,,40.8646327,"(40.8646327, -73.8921315)",SPORT UTILITY / STATION WAGON,0,0,,,0,BAINBRIDGE AVENUE,1,,BRONX,Failure to Yield Right-of-Way,10458.0,,0,03/10/2016,3402943,,,07:45:00,1
168851,36 STREET,0,Unspecified,0,-73.92139499999998,,,40.7600989,"(40.7600989, -73.921395)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,BROADWAY,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11106.0,PASSENGER VEHICLE,0,03/05/2016,3401353,,,20:05:00,0
169193,WEST FORDHAM ROAD,0,,0,-73.9127392,,,40.86186420000001,"(40.8618642, -73.9127392)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,MAJOR DEEGAN EXPRESSWAY,0,SPORT UTILITY / STATION WAGON,BRONX,Failure to Yield Right-of-Way,10453.0,,0,11/16/2016,3561851,,,17:11:00,0
170009,EAST 149 STREET,0,,0,-73.930314,,,40.8193167,"(40.8193167, -73.930314)",LIVERY VEHICLE,0,0,,Failure to Yield Right-of-Way,0,RIVER AVENUE,0,PASSENGER VEHICLE,BRONX,Failure to Yield Right-of-Way,10451.0,,0,03/05/2016,3400992,,,21:40:00,0
170449,36 AVENUE,0,,0,-73.769848,,,40.7686021,"(40.7686021, -73.769848)",PASSENGER VEHICLE,0,0,,Unspecified,0,215 STREET,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11361.0,,0,11/01/2016,3551825,,,07:11:00,0
170459,DELANCEY STREET,0,,1,-73.9890116,,,40.718794700000004,"(40.7187947, -73.9890116)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,LUDLOW STREET,1,BICYCLE,MANHATTAN,Failure to Yield Right-of-Way,10002.0,,0,03/05/2016,3400342,,,21:55:00,0
170489,11 AVENUE,0,,0,-74.00819940000002,,,40.745416299999995,"(40.7454163, -74.0081994)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,WEST 18 STREET,0,PASSENGER VEHICLE,MANHATTAN,Failure to Yield Right-of-Way,10011.0,,0,11/16/2016,3562073,,,19:11:00,0
170498,WEST 178 STREET,0,,0,-73.9392147,,,40.8486847,"(40.8486847, -73.9392147)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,FORT WASHINGTON AVENUE,0,SPORT UTILITY / STATION WAGON,MANHATTAN,Lost Consciousness,10033.0,,0,03/09/2016,3402231,,,10:45:00,0
170502,PIKE STREET,0,,0,-73.99240340000001,,,40.7124628,"(40.7124628, -73.9924034)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,MADISON STREET,0,PASSENGER VEHICLE,MANHATTAN,Failure to Yield Right-of-Way,10002.0,,0,03/05/2016,3400343,,,23:00:00,0
170503,MASPETH AVENUE,0,,0,-73.9138483,,,40.722899299999995,"(40.7228993, -73.9138483)",PASSENGER VEHICLE,0,0,,,0,RUST STREET,1,,QUEENS,Failure to Yield Right-of-Way,11378.0,,0,03/05/2016,3400694,,,23:00:00,1
170553,BROADWAY,0,,1,-73.9907554,,,40.734837899999995,"(40.7348379, -73.9907554)",TAXI,0,0,,Unspecified,0,EAST 14 STREET,1,BICYCLE,MANHATTAN,Failure to Yield Right-of-Way,10003.0,,0,03/09/2016,3402145,,,10:45:00,0
170984,EAST 65 STREET,0,,0,-73.9569852,,,40.7624177,"(40.7624177, -73.9569852)",TAXI,0,0,,Unspecified,0,YORK AVENUE,0,TAXI,MANHATTAN,Failure to Yield Right-of-Way,10065.0,,0,03/05/2016,3399795,,,03:50:00,0
171141,,0,,0,-74.01057390000003,,,40.6513986,"(40.6513986, -74.0105739)",OTHER,0,0,,Unspecified,0,,0,SPORT UTILITY / STATION WAGON,,Failure to Yield Right-of-Way,,,0,03/09/2016,3403027,,,11:35:00,0
171345,CLARKSON AVENUE,0,,0,-73.9529602,,,40.65524960000001,"(40.6552496, -73.9529602)",PASSENGER VEHICLE,0,0,,,0,ROGERS AVENUE,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11226.0,,0,03/09/2016,3402990,,,12:00:00,0
171347,,0,,0,-73.8771311,,,40.771375799999994,"(40.7713758, -73.8771311)",SMALL COM VEH(4 TIRES),0,0,,Unspecified,0,,0,UNKNOWN,,Lost Consciousness,,,0,03/05/2016,3400267,,,05:27:00,0
171447,,0,,0,-73.9009095,63-04     ROOSEVELT AVENUE,,40.7458406,"(40.7458406, -73.9009095)",PASSENGER VEHICLE,0,0,,Unspecified,0,,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11377.0,,0,11/16/2016,3560968,,,02:11:00,0
171540,EAST 166 STREET,0,,0,-73.9122542,,,40.82941870000001,"(40.8294187, -73.9122542)",PASSENGER VEHICLE,1,0,,Unsafe Speed,0,CLAY AVENUE,1,PASSENGER VEHICLE,BRONX,Failure to Yield Right-of-Way,10456.0,,0,10/31/2016,3549975,,,10:10:00,0
171566,EAST 96 STREET,0,,0,-73.9447234,,,40.78324779999999,"(40.7832478, -73.9447234)",TAXI,1,0,,Unspecified,0,1 AVENUE,1,,MANHATTAN,Failure to Yield Right-of-Way,10128.0,,0,11/16/2016,3561392,,,04:11:00,0
171849,SCHENECTADY AVENUE,0,,0,-73.9331145,,,40.649928700000004,"(40.6499287, -73.9331145)",PASSENGER VEHICLE,0,0,,,0,SNYDER AVENUE,1,,BROOKLYN,Failure to Yield Right-of-Way,11203.0,,0,03/05/2016,3400579,,,07:20:00,1
172010,EAST 172 STREET,0,,0,-73.86846329999999,,,40.8326926,"(40.8326926, -73.8684633)",PASSENGER VEHICLE,0,0,,Unspecified,0,COMMONWEALTH AVENUE,0,LIVERY VEHICLE,BRONX,Failure to Yield Right-of-Way,10472.0,,0,03/05/2016,3399897,,,08:30:00,0
172197,SPRATT AVENUE,0,,0,-74.1317446,,,40.556275,"(40.556275, -74.1317446)",PASSENGER VEHICLE,0,0,,Unspecified,0,DURANT AVENUE,0,PASSENGER VEHICLE,STATEN ISLAND,Failure to Yield Right-of-Way,10306.0,,0,03/05/2016,3400299,,,08:30:00,0
172226,WEST 166 STREET,0,,0,-73.93638409999998,,,40.837849799999994,"(40.8378498, -73.9363841)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,EDGECOMBE AVENUE,0,SPORT UTILITY / STATION WAGON,MANHATTAN,Failure to Yield Right-of-Way,10032.0,PASSENGER VEHICLE,0,11/16/2016,3561985,,,08:11:00,0
172296,DELANCEY STREET,0,,0,-73.9928968,,,40.7199725,"(40.7199725, -73.9928968)",PASSENGER VEHICLE,0,0,,Driver Inattention/Distraction,0,CHRYSTIE STREET,0,PASSENGER VEHICLE,MANHATTAN,Failure to Yield Right-of-Way,10002.0,,0,03/05/2016,3400322,,,08:53:00,0
172356,,0,,1,-73.9128515,446       WILSON AVENUE,,40.6933649,"(40.6933649, -73.9128515)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,,1,BICYCLE,BROOKLYN,Failure to Yield Right-of-Way,11221.0,,0,10/31/2016,3552632,,,12:10:00,0
172435,WEST 35 STREET,0,,0,-73.9840766,,,40.749101700000004,"(40.7491017, -73.9840766)",PASSENGER VEHICLE,0,0,,Unspecified,0,5 AVENUE,0,UNKNOWN,MANHATTAN,Lost Consciousness,10016.0,,0,03/05/2016,3399764,,,09:30:00,0
172461,,0,,0,-73.7322233,133-04    BROOKVILLE BOULEVARD,,40.6750614,"(40.6750614, -73.7322233)",SPORT UTILITY / STATION WAGON,2,0,,Unspecified,0,,2,MOTORCYCLE,QUEENS,Failure to Yield Right-of-Way,11422.0,,0,11/16/2016,3561589,,,08:11:00,0
172529,BUSHWICK AVENUE,0,,0,-73.90262159999997,,,40.6806649,"(40.6806649, -73.9026216)",PASSENGER VEHICLE,0,0,,Unspecified,0,CONWAY STREET,0,TAXI,BROOKLYN,Failure to Yield Right-of-Way,11207.0,,0,03/09/2016,3403049,,,16:30:00,0
172729,GEORGIA AVENUE,0,,0,-73.8987786,,,40.6756249,"(40.6756249, -73.8987786)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,ATLANTIC AVENUE,0,SPORT UTILITY / STATION WAGON,BROOKLYN,Failure to Yield Right-of-Way,11207.0,,0,03/04/2016,3400044,,,10:00:00,0
172815,MACDONOUGH STREET,0,Unspecified,0,-73.93486340000003,,SPORT UTILITY / STATION WAGON,40.682029799999995,"(40.6820298, -73.9348634)",MOTORCYCLE,0,0,Unspecified,Unspecified,0,LEWIS AVENUE,0,PASSENGER VEHICLE,BROOKLYN,Lost Consciousness,11233.0,PASSENGER VEHICLE,0,03/09/2016,3402491,,,17:25:00,0
172844,36 STREET,0,,0,-74.00216590000002,,,40.6529481,"(40.6529481, -74.0021659)",PICK-UP TRUCK,0,0,,Unspecified,0,5 AVENUE,0,SPORT UTILITY / STATION WAGON,BROOKLYN,Failure to Yield Right-of-Way,11232.0,,0,03/04/2016,3400015,,,10:15:00,0
172854,AVENUE J,0,,0,-73.9487979,,,40.6265648,"(40.6265648, -73.9487979)",SPORT UTILITY / STATION WAGON,0,0,,,0,EAST 28 STREET,2,,BROOKLYN,Failure to Yield Right-of-Way,11210.0,,0,11/16/2016,3562200,,,09:11:00,2
172867,WEST 29 STREET,0,,0,-73.9957485,,,40.7490533,"(40.7490533, -73.9957485)",LARGE COM VEH(6 OR MORE TIRES),0,0,,Unspecified,0,8 AVENUE,0,OTHER,MANHATTAN,Failure to Yield Right-of-Way,10001.0,,0,03/09/2016,3402157,,,17:30:00,0
172885,VALENTINE AVENUE,0,,0,-73.8958844,,,40.8622592,"(40.8622592, -73.8958844)",PASSENGER VEHICLE,0,0,,Pavement Slippery,0,EAST FORDHAM ROAD,0,TAXI,BRONX,Failure to Yield Right-of-Way,10458.0,,0,03/04/2016,3399364,,,10:30:00,0
172924,WESTCHESTER AVENUE,0,,0,-73.8863995,,,40.82750220000001,"(40.8275022, -73.8863995)",PASSENGER VEHICLE,0,0,,Unspecified,0,HOME STREET,0,,BRONX,Failure to Yield Right-of-Way,10459.0,,0,11/15/2016,3561152,,,10:11:00,0
172935,CHAMBERS STREET,0,,0,-74.0079396,,,40.7149276,"(40.7149276, -74.0079396)",PASSENGER VEHICLE,0,0,,Unspecified,0,CHURCH STREET,0,VAN,MANHATTAN,Failure to Yield Right-of-Way,10007.0,,0,03/04/2016,3399717,,,10:45:00,0
173071,7 AVENUE,0,,0,-73.98461929999998,,,40.7591997,"(40.7591997, -73.9846193)",PASSENGER VEHICLE,0,0,,Unspecified,0,WEST 47 STREET,0,,MANHATTAN,Failure to Yield Right-of-Way,10036.0,,0,11/15/2016,3561460,,,10:11:00,0
173092,23 AVENUE,0,,0,-73.8092204,,,40.7774764,"(40.7774764, -73.8092204)",PASSENGER VEHICLE,0,0,,Unspecified,0,154 STREET,0,,QUEENS,Failure to Yield Right-of-Way,11357.0,,0,11/15/2016,3560774,,,10:11:00,0
173377,102 STREET,0,,0,-73.84539529999998,,,40.6951578,"(40.6951578, -73.8453953)",SPORT UTILITY / STATION WAGON,0,0,,,0,JAMAICA AVENUE,1,,QUEENS,Failure to Yield Right-of-Way,11418.0,,0,11/15/2016,3560691,,,11:11:00,1
173744,75 STREET,0,,0,-73.8928993,,,40.760534299999996,"(40.7605343, -73.8928993)",PASSENGER VEHICLE,0,0,,,0,30 AVENUE,1,,QUEENS,Failure to Yield Right-of-Way,11370.0,,0,03/04/2016,3399681,,,11:30:00,1
173765,11 AVENUE,0,,0,-73.99781970000002,,,40.7615008,"(40.7615008, -73.9978197)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,WEST 43 STREET,0,SPORT UTILITY / STATION WAGON,MANHATTAN,Failure to Yield Right-of-Way,10036.0,,0,03/09/2016,3402177,,,18:45:00,0
173817,PENNSYLVANIA AVENUE,0,,0,-73.89443840000001,,,40.666297,"(40.666297, -73.8944384)",PASSENGER VEHICLE,0,0,,Unspecified,0,DUMONT AVENUE,0,UNKNOWN,BROOKLYN,Lost Consciousness,11207.0,,0,03/04/2016,3400066,,,11:35:00,0
173860,ATLANTIC AVENUE,0,,0,-73.9891681,,,40.688615999999996,"(40.688616, -73.9891681)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,SMITH STREET,0,SPORT UTILITY / STATION WAGON,BROOKLYN,Lost Consciousness,11201.0,,0,03/04/2016,3399533,,,11:40:00,0
173861,AVENUE J,0,,0,-73.9019314,,,40.6400004,"(40.6400004, -73.9019314)",PASSENGER VEHICLE,1,0,,Failure to Yield Right-of-Way,0,EAST 93 STREET,1,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11236.0,,0,03/04/2016,3399471,,,11:41:00,0
173870,PRESTON AVENUE,0,Unspecified,0,-74.1633557,,,40.538656599999996,"(40.5386566, -74.1633557)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,SYCAMORE STREET,0,SPORT UTILITY / STATION WAGON,STATEN ISLAND,Failure to Yield Right-of-Way,10312.0,SPORT UTILITY / STATION WAGON,0,11/15/2016,3561972,,,17:11:00,0
173963,EAST 81 STREET,0,,0,-73.9595466,,,40.7769576,"(40.7769576, -73.9595466)",TAXI,0,0,,Unspecified,0,PARK AVENUE,0,SMALL COM VEH(4 TIRES),MANHATTAN,Lost Consciousness,10028.0,,0,03/04/2016,3399258,,,12:20:00,0
174200,MERCER STREET,0,,0,-73.9976116,,,40.7257971,"(40.7257971, -73.9976116)",OTHER,0,0,,Unspecified,0,WEST HOUSTON STREET,0,VAN,MANHATTAN,Lost Consciousness,10012.0,,0,03/04/2016,3399716,,,12:41:00,0
174228,LINCOLN TUNNEL APPROACH,0,,0,-73.9994261,,,40.75221810000001,"(40.7522181, -73.9994261)",OTHER,1,0,,Other Vehicular,0,WEST 31 STREET,1,PASSENGER VEHICLE,MANHATTAN,Failure to Yield Right-of-Way,10001.0,,0,03/04/2016,3399190,,,13:00:00,0
174394,,0,,0,-73.9209798,5935      SNYDER AVENUE,,40.6506895,"(40.6506895, -73.9209798)",PASSENGER VEHICLE,0,0,,Unspecified,0,,0,SPORT UTILITY / STATION WAGON,BROOKLYN,Failure to Yield Right-of-Way,11203.0,,0,11/15/2016,3560911,,,07:11:00,0
174396,27 AVENUE,0,,0,-73.9333863,,,40.77471120000001,"(40.7747112, -73.9333863)",SPORT UTILITY / STATION WAGON,0,0,,,0,4 STREET,1,,QUEENS,Failure to Yield Right-of-Way,11102.0,,0,11/15/2016,3560735,,,07:11:00,1
174418,RIDGE BOULEVARD,0,,0,-74.0310589,,,40.6306618,"(40.6306618, -74.0310589)",SPORT UTILITY / STATION WAGON,0,0,,Failure to Yield Right-of-Way,0,77 STREET,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11209.0,,0,11/15/2016,3561204,,,08:11:00,0
174440,WEST 31 STREET,0,,0,-73.9920058,,,40.7491025,"(40.7491025, -73.9920058)",TAXI,0,0,,Unspecified,0,7 AVENUE,0,TAXI,MANHATTAN,Lost Consciousness,10001.0,,0,03/04/2016,3399224,,,14:24:00,0
174442,,0,,0,-73.9619621,901       CLASSON AVENUE,,40.669567,"(40.669567, -73.9619621)",TAXI,0,0,,Unspecified,0,,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11225.0,,0,11/15/2016,3560793,,,08:11:00,0
174535,58 AVENUE,0,,0,-73.78571740000002,,,40.74309279999999,"(40.7430928, -73.7857174)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,190 STREET,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11365.0,,0,11/15/2016,3560880,,,08:11:00,0
175283,EAST WILLISTON AVENUE,0,,0,-73.7025904,,,40.737854999999996,"(40.737855, -73.7025904)",SPORT UTILITY / STATION WAGON,0,0,,Unsafe Speed,0,266 STREET,0,SPORT UTILITY / STATION WAGON,QUEENS,Failure to Yield Right-of-Way,11001.0,,0,11/14/2016,3560343,,,18:11:00,0
175397,90 STREET,0,,0,-73.8750199,,,40.7414951,"(40.7414951, -73.8750199)",PASSENGER VEHICLE,0,0,,Unspecified,0,CORONA AVENUE,0,SPORT UTILITY / STATION WAGON,QUEENS,Lost Consciousness,11373.0,,0,03/04/2016,3401293,,,15:25:00,0
175592,WILLMOHR STREET,0,,0,-73.9188647,,,40.6563066,"(40.6563066, -73.9188647)",PASSENGER VEHICLE,1,0,,Unspecified,0,EAST 94 STREET,1,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11212.0,,0,11/13/2016,3563974,,,12:11:00,0
175638,5 AVENUE,0,,0,-73.9720983,,,40.7655185,"(40.7655185, -73.9720983)",PASSENGER VEHICLE,0,0,,,0,EAST 61 STREET,1,,MANHATTAN,Failure to Yield Right-of-Way,10065.0,,0,03/04/2016,3399803,,,15:45:00,1
